LapNumber,Driver,Team,LapTime,Stint,Compound,SpeedI1,SpeedI2,SpeedFL,TrackStatus,avg_throttle,avg_rpm,avg_speed,avg_gear,avg_drs,avg_ers_mode,air_temp,track_temp,humidity,pressure,rainfall,wind_speed,wind_direction,year,gp,circuit_type
42.0,VER,Red Bull Racing,0 days 00:01:38.117000,2.0,HARD,222.0,179.0,204.0,1.0,63.79288142474389,9954.514441642388,199.7859140271804,5.3289124668435015,0.0,,28.9,47.4,32.0,1005.7,False,0.9,337.0,2024,austin,additional
51.0,MSC,Haas F1 Team,0 days 00:01:23.554000,3.0,MEDIUM,274.0,238.0,243.0,1.0,62.24934201948426,9975.280336914084,184.9992294545891,4.774244833068362,0.0,,18.1,25.8,71.0,985.7,False,3.9,281.0,2022,hungary,additional
32.0,ALB,Williams,0 days 00:01:18.008000,2.0,HARD,253.0,281.0,282.0,1.0,69.5685750668425,10015.25727801876,202.84961551502428,5.190476190476191,0.0,,19.1,29.5,63.0,1011.2,False,1.7,322.0,2023,montreal,high_fuel
47.0,ALB,Williams,0 days 00:01:24.383000,2.0,HARD,312.0,315.0,313.0,1.0,75.83886293153913,10704.936611086689,242.3275724279661,6.1216,0.0,,32.4,44.4,32.0,992.9,False,1.3,192.0,2024,monza,additional
27.0,OCO,Alpine,0 days 00:01:39.789000,2.0,MEDIUM,228.0,254.0,274.0,1.0,61.765590120049225,10198.524182254678,195.1622266473423,4.825688073394495,0.0,,22.8,27.4,36.0,1010.5,False,0.3,11.0,2022,bahrain,high_fuel
49.0,LAW,AlphaTauri,0 days 00:01:38.348000,3.0,HARD,,295.0,257.0,1.0,64.53921457395312,10056.850678753814,211.46406809341804,5.394878706199461,1.981132075471698,,27.2,36.6,47.0,1012.9,False,1.2,113.0,2023,suzuka,high_fuel
59.0,HAM,Mercedes,0 days 00:01:16.231000,3.0,HARD,254.0,277.0,285.0,1.0,66.45280318798183,10212.543242261048,195.4617483963589,4.628951747088187,5.833610648918469,,22.0,41.9,26.0,1012.0,False,3.0,3.0,2022,montreal,high_fuel
51.0,LEC,Ferrari,0 days 00:01:40.778000,3.0,HARD,197.0,184.0,203.0,1.0,60.51311861178,9943.397086522884,191.1683897673632,5.0134228187919465,0.0,,29.1,39.1,55.5,991.2,False,1.3,90.0,2021,austin,additional
25.0,ALO,Alpine,0 days 00:01:19.566000,1.0,MEDIUM,246.0,269.0,275.0,1.0,61.34702957166897,10123.421986911591,196.1477099240943,4.837133550488599,1.768729641693811,,21.1,41.8,27.0,1012.4,False,4.5,354.0,2022,montreal,high_fuel
25.0,NOR,McLaren,0 days 00:01:17.821000,2.0,HARD,249.0,279.0,288.0,1.0,66.90376098936113,9871.86079349812,199.70230686293377,5.319932998324958,0.2010050251256281,,18.8,30.5,64.0,1011.4,False,1.8,329.0,2023,montreal,high_fuel
29.0,NOR,McLaren,0 days 00:01:52.195000,3.0,SOFT,,188.0,209.0,1.0,67.21681693524056,10252.384913228532,221.72183750413177,5.883333333333334,0.0,,17.3,27.9,66.0,966.7,False,1.6,78.0,2023,spa,additional
55.0,RIC,RB,0 days 00:01:20.999000,3.0,HARD,259.0,282.0,285.0,1.0,61.17466831782411,10227.80146438793,207.93830536105995,5.515497553017944,0.0,,24.5,43.6,61.0,1001.2,False,1.2,250.0,2024,barcelona,high_fuel
59.0,HAM,Mercedes,0 days 00:01:19.681000,3.0,SOFT,273.0,275.0,276.0,1.0,67.18875403838452,10404.995252354507,204.56759412669743,5.237315875613748,0.0,,19.9,39.2,50.3,1006.5,False,1.3,318.0,2019,barcelona,high_fuel
2.0,BOT,Mercedes,0 days 00:01:31.738000,1.0,MEDIUM,285.0,287.0,212.0,1.0,67.03616828562767,10256.092183897355,210.6150119216591,5.447435897435898,1.0,,24.6,28.4,58.0,1017.6,False,0.4,276.0,2021,abu-dhabi,additional
37.0,STR,Aston Martin,0 days 00:01:40.210000,2.0,MEDIUM,,184.0,204.0,1.0,59.66645968302401,9668.14569879023,192.81546683622187,5.256476683937824,0.7357512953367875,,28.9,47.2,33.0,1005.9,False,0.7,0.0,2024,austin,additional
36.0,MAZ,Haas F1 Team,0 days 00:01:43.863000,3.0,MEDIUM,194.0,179.0,198.0,1.0,61.70317251103695,9998.480381627323,193.8118140461299,5.014722536806342,0.0,,28.3,39.0,59.2,991.5,False,1.0,104.0,2021,austin,additional
4.0,OCO,Alpine,0 days 00:01:41.375000,1.0,MEDIUM,297.0,262.0,242.0,1.0,57.509262318773445,9785.950321670158,175.26975981012157,4.47562582345191,0.0,,29.9,37.3,72.0,1008.7,False,2.0,171.0,2023,singapore,high_fuel
24.0,NOR,McLaren,0 days 00:01:29.295000,2.0,HARD,280.0,295.0,216.0,1.0,70.00992604753553,10396.332922287049,209.33558504493112,5.00516129032258,0.0,,24.3,27.5,60.2,1017.9,False,0.4,275.0,2021,abu-dhabi,additional
10.0,RUS,Williams,0 days 00:01:26.844000,1.0,MEDIUM,302.0,304.0,301.0,1.0,77.01744383721964,10591.922938818583,242.30742365804895,6.291139240506329,0.0,,21.2,32.2,52.0,989.4,False,1.5,320.0,2019,monza,additional
46.0,SIR,Williams,0 days 00:01:24.708000,2.0,SOFT,306.0,314.0,309.0,1.0,81.17238004969131,10734.814636937404,245.35224178838368,6.2786377708978325,0.0,,22.9,33.1,58.2,995.1,False,3.0,204.0,2018,monza,additional
12.0,HUL,Renault,0 days 00:01:36.814000,1.0,SOFT,262.0,304.0,257.0,1.0,71.37994840279246,10310.538574275908,220.47378041572804,5.812411847672778,0.0,,21.4,31.8,57.6,1008.9,False,5.6,279.0,2019,suzuka,high_fuel
14.0,ALO,Aston Martin,0 days 00:01:25.832000,2.0,HARD,313.0,330.0,312.0,1.0,77.14039845432913,10622.557354409471,242.20186329319904,6.24886191198786,0.0,,33.0,47.5,31.0,993.1,False,2.3,188.0,2024,monza,additional
44.0,VER,Red Bull Racing,0 days 00:01:16.722000,1.0,MEDIUM,204.0,196.0,260.0,1.0,49.19700966150828,9189.283929349918,152.1782951915547,3.878892733564014,0.0,,25.2,36.3,42.0,1013.4,False,1.1,155.0,2023,monaco,additional
45.0,VER,Red Bull Racing,0 days 00:01:35.777000,3.0,MEDIUM,238.0,248.0,282.0,1.0,67.03648550965657,10335.44635935695,202.58909747351157,5.144628099173554,0.0,,26.3,27.8,52.3,1003.3,False,2.6,62.0,2019,bahrain,high_fuel
31.0,RIC,RB,0 days 00:01:23.098000,3.0,HARD,277.0,240.0,245.0,1.0,59.87612342289655,10009.468544796404,189.0161764353182,4.7904,0.5216,,28.6,40.4,47.0,981.5,False,0.6,354.0,2024,hungary,additional
58.0,LAT,Williams,0 days 00:01:23.192000,4.0,HARD,270.0,241.0,252.0,1.0,62.123190965681886,10660.84694702312,192.57698714321444,4.379457917261056,0.0,,26.2,38.3,72.9,976.9,False,0.8,126.0,2021,singapore,high_fuel
58.0,GAS,Red Bull Racing,0 days 00:01:20.665000,3.0,SOFT,282.0,269.0,274.0,1.0,67.13785153712016,10391.63476268689,203.3587676114965,5.173983739837398,0.0,,19.8,39.0,50.5,1006.4,False,3.0,37.0,2019,barcelona,high_fuel
60.0,LEC,Sauber,0 days 00:01:23.599000,2.0,MEDIUM,272.0,254.0,281.0,1.0,67.93073001205285,10209.897606609453,209.08772912699317,5.225165562913907,0.0,,16.9,32.9,49.5,1001.6,False,2.5,64.0,2018,barcelona,high_fuel
41.0,BOT,Mercedes,0 days 00:01:44.812000,2.0,SOFT,296.0,274.0,256.0,1.0,53.46276708145884,9553.56724188102,167.66983234005673,4.534713763702801,0.0,,29.6,32.3,68.1,1008.0,False,2.3,176.0,2018,singapore,high_fuel
40.0,PER,Red Bull Racing,0 days 00:01:11.004000,2.0,HARD,294.0,223.0,270.0,1.0,67.7209251511021,10490.249440696833,217.3819278960087,5.368715083798882,0.0,,30.1,48.0,35.0,932.9,False,1.1,319.0,2024,austria,additional
5.0,ALO,Aston Martin,0 days 00:01:41.194000,1.0,MEDIUM,293.0,265.0,245.0,1.0,55.13985054842375,9660.497831112898,172.11706342823092,4.14526588845655,2.754863813229572,,29.9,37.2,71.0,1008.7,False,1.7,196.0,2023,singapore,high_fuel
47.0,SAI,Ferrari,0 days 00:01:27.797000,2.0,HARD,,296.0,217.0,1.0,70.43037966290157,10411.339772652833,213.7178902586906,5.502583979328166,0.0,,23.8,26.3,64.6,1017.9,False,0.3,280.0,2021,abu-dhabi,additional
26.0,STR,Aston Martin,0 days 00:01:20.533000,2.0,SOFT,261.0,263.0,277.0,1.0,65.76273307782915,10156.883022462274,207.33502395939652,5.10593900481541,2.5168539325842696,,22.0,30.9,65.0,1001.2,False,3.2,84.0,2023,barcelona,high_fuel
69.0,ALB,Williams,0 days 00:01:16.287000,4.0,MEDIUM,,246.0,310.0,1.0,66.52358625948733,10046.463343824036,204.92004492214576,5.100719424460432,0.0,,21.2,38.8,83.0,922.0,False,1.3,165.0,2022,brazil,additional
28.0,HUL,Renault,0 days 00:01:48.069000,2.0,HARD,303.0,269.0,251.0,1.0,53.85811513385311,9851.494517816742,166.60610620613724,4.1950617283950615,0.0,,30.0,35.7,64.8,1011.2,False,2.3,169.0,2019,singapore,high_fuel
61.0,ALB,Williams,0 days 00:01:09.868000,4.0,HARD,307.0,230.0,277.0,1.0,68.46207386257149,10536.525519755533,222.3855629596832,5.668498168498169,0.0,,22.7,31.8,53.0,933.9,False,1.3,10.0,2023,austria,additional
41.0,STR,Aston Martin,0 days 00:01:19.057000,1.0,HARD,234.0,277.0,279.0,1.0,66.27207156018756,10205.176725278156,197.74688661440393,5.0813953488372094,0.0,,21.9,42.1,28.0,1012.2,False,3.9,336.0,2022,montreal,high_fuel
65.0,ALB,Red Bull Racing,0 days 00:01:20.536000,3.0,HARD,284.0,244.0,258.0,1.0,64.97400083147072,10238.56725655716,195.1993604856935,5.061428571428571,0.0,,20.6,28.7,77.3,986.4,False,2.4,92.0,2020,singapore,high_fuel
37.0,VET,Ferrari,0 days 00:01:08.674000,2.0,SOFT,317.0,239.0,285.0,1.0,73.48708858314048,10523.373825792924,222.9994209650311,5.905587668593449,0.0,,22.9,45.6,37.7,936.1,False,2.5,74.0,2018,austria,additional
54.0,BOT,Alfa Romeo,0 days 00:01:24.823000,2.0,HARD,,235.0,243.0,1.0,60.63790845529257,9831.175391105657,188.3275196819936,5.090766823161189,0.0,,18.1,25.5,70.0,985.7,False,5.4,283.0,2022,hungary,additional
30.0,VAN,McLaren,0 days 00:01:10.264000,1.0,SOFT,288.0,232.0,272.0,1.0,73.22533886489688,10509.04006143214,225.73291984205335,5.5562015503875966,0.0,,22.9,45.4,38.3,936.0,False,3.4,50.0,2018,austria,additional
60.0,ALO,McLaren,0 days 00:01:22.316000,2.0,MEDIUM,272.0,266.0,276.0,1.0,63.407084468297285,10062.80315025608,201.01158932454103,5.022292993630574,2.3248407643312103,,16.8,32.3,50.2,1001.4,False,1.8,76.0,2018,barcelona,high_fuel
18.0,HAM,Mercedes,0 days 00:01:40.559000,2.0,HARD,,183.0,205.0,1.0,59.259766646531496,9830.298309283377,188.8429441991912,5.006666666666667,2.515555555555556,,28.5,38.9,58.2,991.9,False,1.1,92.0,2021,austin,additional
59.0,ALB,Williams,0 days 00:01:23.297000,3.0,MEDIUM,289.0,280.0,248.0,1.0,56.11706463851284,9594.623717579943,184.9955337458129,4.710691823899371,0.0,,26.5,41.0,19.0,778.7,False,1.8,108.0,2023,mexico,additional
27.0,ALO,Aston Martin,0 days 00:01:40.185000,2.0,HARD,301.0,274.0,249.0,1.0,51.14766718946754,9581.310964005646,175.4739815171282,4.7072538860103625,2.523316062176166,,29.9,36.2,72.0,1009.2,False,1.7,168.0,2023,singapore,high_fuel
60.0,KVY,Toro Rosso,0 days 00:01:46.371000,3.0,SOFT,293.0,264.0,248.0,1.0,55.87950359228364,10074.41503996095,174.81481115427368,4.459249676584735,0.0,,29.8,34.3,67.6,1011.6,False,1.6,193.0,2019,singapore,high_fuel
41.0,BOT,Mercedes,0 days 00:01:23.016000,2.0,MEDIUM,317.0,315.0,313.0,1.0,78.840749348545,10638.698193895108,245.0467548428504,6.244479495268139,0.0,,21.8,31.3,49.1,989.0,False,1.2,216.0,2019,monza,additional
48.0,VET,Aston Martin,0 days 00:01:16.413000,3.0,MEDIUM,301.0,245.0,318.0,1.0,61.122606343095725,10243.380191567405,198.62544926572903,4.906779661016949,0.0,,21.8,40.4,81.0,921.9,False,1.2,152.0,2022,brazil,additional
62.0,VER,Red Bull Racing,0 days 00:01:18.123000,4.0,MEDIUM,197.0,191.0,268.0,1.0,49.07240969804407,9630.649967390682,150.22726398944914,3.4661016949152543,0.0,,22.3,29.1,65.0,1003.4,False,1.1,173.0,2022,monaco,additional
37.0,RUS,Williams,0 days 00:01:23.377000,4.0,HARD,272.0,237.0,249.0,1.0,57.1679059927792,9963.343653478634,186.99139978291635,4.798076923076923,0.0,,25.8,35.9,74.7,976.8,False,0.7,76.0,2021,singapore,high_fuel
31.0,HAM,Mercedes,0 days 00:01:21.134000,2.0,MEDIUM,268.0,261.0,274.0,1.0,68.56714866209659,10252.336486320011,202.378153358608,5.234146341463415,0.0,,20.8,40.6,52.5,1006.8,False,1.2,71.0,2019,barcelona,high_fuel
9.0,BOT,Kick Sauber,0 days 00:01:42.031000,1.0,MEDIUM,197.0,178.0,205.0,1.0,68.47389360015269,10067.096590277595,197.47266187404583,5.090418353576248,0.0,,28.0,46.9,35.0,1006.4,False,2.8,317.0,2024,austin,additional
43.0,RIC,Renault,0 days 00:01:16.986000,2.0,HARD,249.0,276.0,278.0,1.0,68.27886376905481,10388.870527179364,206.87849348853828,5.30755711775044,0.0,,30.0,50.6,14.6,1022.0,False,1.3,159.0,2019,montreal,high_fuel
8.0,LEC,Ferrari,0 days 00:01:19.445000,1.0,HARD,252.0,279.0,292.0,12.0,69.53437474273136,9894.521450001484,201.06138981579127,5.428571428571429,0.0,,20.6,41.2,28.0,1012.5,False,2.7,358.0,2022,montreal,high_fuel
49.0,ZHO,Alfa Romeo,0 days 00:01:24.907000,3.0,HARD,292.0,281.0,246.0,21.0,52.75251963928914,9752.32454775241,180.40220036297063,4.525993883792049,0.0,,26.9,43.6,20.0,778.7,False,1.5,291.0,2023,mexico,additional
37.0,ALO,Aston Martin,0 days 00:01:35.381000,4.0,HARD,280.0,299.0,258.0,1.0,63.51359348087666,10313.118745366955,217.95423106147595,5.521203830369357,2.0601915184678523,,20.9,34.6,48.0,1012.7,False,1.6,164.0,2024,suzuka,high_fuel
5.0,ERI,Sauber,0 days 00:01:11.460000,1.0,SOFT,315.0,225.0,278.0,1.0,67.50573571669987,10416.836872197988,216.91829028138136,5.627777777777778,4.470370370370371,,22.8,47.3,37.6,936.2,False,2.7,57.0,2018,austria,additional
46.0,NOR,McLaren,0 days 00:01:35.953000,2.0,HARD,287.0,262.0,248.0,1.0,60.03253940322363,9704.276666289825,177.1981738973847,4.4980237154150196,0.0,,30.6,35.0,75.0,1008.8,False,1.0,196.0,2024,singapore,high_fuel
28.0,VET,Aston Martin,0 days 00:01:25.097000,2.0,MEDIUM,,235.0,241.0,1.0,55.49586972899111,9843.02865275683,180.8898590253852,4.752721617418351,2.0279937791601865,,18.6,28.5,70.0,985.5,False,3.7,285.0,2022,hungary,additional
47.0,KUB,Williams,0 days 00:01:32.087000,2.0,HARD,284.0,261.0,249.0,1.0,75.72495728421262,10911.932055244572,235.0147004823678,5.816715542521994,0.0,,18.7,27.6,62.8,1006.3,False,3.4,44.0,2019,silverstone,additional
60.0,VER,Red Bull Racing,0 days 00:01:22.184000,3.0,MEDIUM,273.0,259.0,278.0,1.0,64.63425870519525,10478.65260012963,201.2191010499889,5.011142061281337,0.0,,30.1,47.8,57.2,997.6,False,0.6,31.0,2020,barcelona,high_fuel
21.0,ALB,Red Bull Racing,0 days 00:01:34.209000,2.0,MEDIUM,266.0,302.0,260.0,1.0,71.72824310231617,10330.593321616889,219.7540801465361,5.702247191011236,0.0,,21.5,30.8,57.3,1009.1,False,5.8,295.0,2019,suzuka,high_fuel
29.0,VET,Ferrari,0 days 00:01:31.785000,2.0,HARD,299.0,260.0,252.0,1.0,73.40078719948187,10520.376527549157,229.6942649416193,5.886107634543179,0.0,,20.9,37.9,45.5,998.3,False,2.0,203.0,2020,silverstone,additional
40.0,HAR,Toro Rosso,0 days 00:01:09.348000,1.0,SUPERSOFT,292.0,226.0,274.0,1.0,69.12187492052136,10529.738986281907,223.6622054177053,5.883040935672515,4.319688109161794,,23.4,46.0,36.9,936.1,False,2.7,55.0,2018,austria,additional
34.0,MAG,Haas F1 Team,0 days 00:01:36.576000,2.0,HARD,266.0,296.0,254.0,1.0,70.11790958357747,10196.030991295303,217.83224701142575,5.665271966527197,0.0,,21.5,29.3,57.3,1009.3,False,5.9,290.0,2019,suzuka,high_fuel
47.0,PER,Force India,0 days 00:01:23.680000,2.0,SOFT,286.0,233.0,253.0,1.0,57.79016271990525,10144.13087387809,187.804584531691,4.849921011058452,0.0,,34.5,51.7,30.7,983.5,False,0.6,0.0,2018,hungary,additional
47.0,VAN,McLaren,0 days 00:01:09.348000,2.0,SOFT,290.0,235.0,271.0,1.0,75.37137805861855,10396.423256976985,222.4831629162961,5.841904761904762,0.0,,22.7,45.1,36.6,936.0,False,2.7,62.0,2018,austria,additional
53.0,GAS,Toro Rosso,0 days 00:01:09.993000,2.0,SOFT,292.0,233.0,275.0,12.0,67.75440845439542,10243.652180840085,222.47724072514072,5.679316888045541,3.958254269449715,,23.1,45.2,36.1,936.1,False,1.8,72.0,2018,austria,additional
55.0,LAW,RB,0 days 00:01:38.433000,2.0,MEDIUM,228.0,183.0,207.0,1.0,59.34985935650453,9799.66256339455,197.2184640171346,5.280312907431552,0.0,,29.1,46.0,31.0,1005.5,False,1.7,286.0,2024,austin,additional
51.0,SAI,McLaren,0 days 00:01:16.556000,2.0,HARD,257.0,285.0,283.0,1.0,63.3764823590515,10230.385076502398,200.93335124025884,5.123711340206185,0.2268041237113402,,30.2,51.0,16.1,1021.9,False,1.1,326.0,2019,montreal,high_fuel
11.0,LAT,Williams,0 days 00:01:20.548000,2.0,HARD,251.0,277.0,277.0,1.0,66.95688878266004,10080.637943528773,201.40748745165473,5.074010327022375,0.0,,20.9,41.5,31.0,1012.2,False,4.1,9.0,2022,montreal,high_fuel
19.0,MAG,Haas F1 Team,0 days 00:01:39.100000,2.0,MEDIUM,234.0,247.0,275.0,1.0,63.97108228660682,10174.58879946179,196.2696489397245,4.969414893617022,0.0,,26.1,28.8,54.8,1003.7,False,2.2,85.0,2019,bahrain,high_fuel
38.0,HAM,Mercedes,0 days 00:01:39.860000,2.0,HARD,288.0,275.0,249.0,1.0,55.497262066897555,9440.961910171449,173.16285918494222,4.686092715231788,0.0,,29.8,35.5,74.0,1009.7,False,1.8,183.0,2023,singapore,high_fuel
11.0,OCO,Racing Point,0 days 00:01:37.402000,1.0,SUPERSOFT,273.0,310.0,258.0,1.0,69.30022065793743,10205.469527152069,218.90786266143311,5.553221288515406,0.0,,28.4,37.2,49.9,1008.2,False,1.6,332.0,2018,suzuka,high_fuel
46.0,RUS,Williams,0 days 00:01:23.496000,4.0,HARD,267.0,236.0,249.0,1.0,58.4896893797987,9931.900856033091,187.9852289057453,4.865384615384615,0.0,,26.1,36.8,72.8,977.0,False,0.6,108.0,2021,singapore,high_fuel
28.0,MAG,Haas F1 Team,0 days 00:01:41.523000,2.0,HARD,213.0,184.0,202.0,1.0,63.223652245724224,9981.045258926004,198.68087135315227,4.998704663212435,0.0,,28.5,47.3,33.0,1006.1,False,1.1,195.0,2024,austin,additional
43.0,SAR,Williams,0 days 00:01:24.359000,3.0,HARD,276.0,239.0,252.0,1.0,58.67267836641383,9929.491530070303,188.55171063440912,4.7674050632911396,0.0,,29.7,46.4,45.0,981.7,False,2.3,193.0,2024,hungary,additional
31.0,RIC,AlphaTauri,0 days 00:01:52.068000,3.0,MEDIUM,316.0,190.0,209.0,1.0,67.57703133434264,10370.32985721829,219.8597337458307,5.498820754716981,0.0,,17.7,30.6,65.0,966.7,False,1.6,164.0,2023,spa,additional
5.0,GAS,Toro Rosso,0 days 00:01:26.515000,1.0,MEDIUM,301.0,318.0,301.0,1.0,72.11701396395878,10787.863677442108,240.26713525828535,6.015432098765432,2.7839506172839505,,20.6,32.9,52.2,989.3,False,2.8,246.0,2019,monza,additional
53.0,ALO,Aston Martin,0 days 00:01:23.140000,3.0,HARD,275.0,241.0,249.0,1.0,54.06597178448772,10014.318318380603,187.5576463614662,4.8955696202531644,0.5221518987341772,,29.1,44.9,45.0,981.6,False,1.5,172.0,2024,hungary,additional
60.0,VER,Red Bull Racing,0 days 00:01:36.343000,2.0,HARD,287.0,263.0,253.0,1.0,59.39290265276236,9867.051350528984,180.370024220648,4.557200538358008,2.5141318977119784,,30.6,35.0,74.0,1009.1,False,1.6,205.0,2024,singapore,high_fuel
41.0,PER,Red Bull Racing,0 days 00:01:16.434000,4.0,MEDIUM,199.0,192.0,257.0,1.0,47.657551065763265,9559.998933696686,153.2873522930238,3.622807017543859,0.0,,22.3,28.8,70.0,1003.2,False,0.6,55.0,2022,monaco,additional
16.0,TSU,RB,0 days 00:01:41.684000,1.0,MEDIUM,203.0,178.0,200.0,1.0,57.74754166493364,9811.000714570391,191.5185864670211,4.909669211195928,2.712468193384224,,28.4,47.5,35.0,1006.2,False,1.6,306.0,2024,austin,additional
30.0,HAM,Mercedes,0 days 00:01:45.642000,2.0,SOFT,283.0,268.0,250.0,1.0,53.00521721263134,9704.15761680594,170.63416498229572,4.414179104477612,0.0,,29.9,32.8,66.2,1007.9,False,2.0,191.0,2018,singapore,high_fuel
66.0,SIR,Williams,0 days 00:01:22.640000,2.0,SUPERSOFT,291.0,289.0,250.0,1.0,58.671866108027395,9805.35030173792,192.91856865617615,5.04222972972973,0.0,,21.5,34.4,45.9,783.3,False,2.0,212.0,2018,mexico,additional
44.0,HAM,Mercedes,0 days 00:01:19.557000,4.0,MEDIUM,181.0,187.0,265.0,1.0,44.12636948857848,9168.335115540796,146.72783326154735,3.5492730210016155,1.1147011308562198,,22.6,29.4,70.0,1003.2,False,0.8,201.0,2022,monaco,additional
11.0,MSC,Haas F1 Team,0 days 00:01:19.589000,1.0,MEDIUM,245.0,270.0,279.0,1.0,64.88258013778773,10017.641520567557,196.94816681576177,5.213058419243986,5.570446735395189,,20.9,41.5,31.0,1012.2,False,4.1,9.0,2022,montreal,high_fuel
11.0,VET,Aston Martin,0 days 00:01:25.948000,1.0,SOFT,274.0,231.0,242.0,1.0,60.04697100080038,10082.948452801997,182.347781124564,4.441441441441442,0.0,,18.5,26.8,71.0,985.5,False,3.7,288.0,2022,hungary,additional
13.0,MAG,Haas F1 Team,0 days 00:01:25.539000,2.0,HARD,278.0,228.0,249.0,1.0,56.62523843852606,9966.30919753111,184.13432203907325,4.847094801223242,0.0,,29.0,43.4,47.0,981.6,False,1.4,48.0,2024,hungary,additional
35.0,SAI,McLaren,0 days 00:01:30.730000,2.0,HARD,,263.0,251.0,1.0,71.82843338436365,10534.279193635844,230.56889298102476,5.916305916305916,2.906204906204906,,19.5,29.8,57.8,1006.2,False,1.6,24.0,2019,silverstone,additional
58.0,SAI,Ferrari,0 days 00:01:16.140000,2.0,HARD,260.0,281.0,282.0,1.0,68.97866397726938,10020.608134776188,203.90071242529064,5.409556313993174,0.2662116040955631,,19.0,29.3,63.0,1011.7,False,2.0,336.0,2023,montreal,high_fuel
62.0,MAG,Haas F1 Team,0 days 00:01:17.915000,5.0,MEDIUM,254.0,281.0,281.0,1.0,63.714692462895954,10010.40253608454,197.5848261321219,4.914285714285715,5.8957983193277315,,19.0,26.9,72.0,996.2,False,1.3,204.0,2024,montreal,high_fuel
33.0,RIC,Renault,0 days 00:01:23.870000,2.0,HARD,265.0,258.0,273.0,1.0,62.622557138336354,10086.75826705432,199.8927062820719,5.2048,0.7904,,20.8,40.6,52.9,1006.7,False,1.5,280.0,2019,barcelona,high_fuel
20.0,GRO,Haas F1 Team,0 days 00:01:23.798000,1.0,SOFT,271.0,251.0,269.0,1.0,64.31370087507052,10048.804660274962,199.22760379165976,5.239234449760765,1.141945773524721,,20.3,40.6,56.1,1006.8,False,3.1,3.0,2019,barcelona,high_fuel
26.0,RUS,Mercedes,0 days 00:01:17.895000,2.0,HARD,249.0,270.0,275.0,1.0,65.77299724920042,10278.390626079472,197.874391298275,5.029109589041096,0.0,,21.1,41.8,27.0,1012.4,False,4.0,1.0,2022,montreal,high_fuel
61.0,PER,Red Bull Racing,0 days 00:01:21.668000,3.0,SOFT,276.0,281.0,278.0,1.0,63.89928334650855,10236.82750468302,201.83641815896644,5.224965706447188,0.0,,23.1,35.8,56.3,991.8,False,0.5,54.0,2021,barcelona,high_fuel
11.0,GIO,Alfa Romeo Racing,0 days 00:01:33.159000,1.0,MEDIUM,283.0,254.0,242.0,1.0,72.94917635275827,10339.818981493843,226.6001401210736,5.947517730496454,2.8397163120567375,,18.7,31.2,60.1,1006.3,False,1.1,23.0,2019,silverstone,additional
21.0,LEC,Ferrari,0 days 00:01:24.802000,1.0,INTERMEDIATE,305.0,231.0,305.0,1.0,56.02960171194321,9671.41840845733,181.83558644104187,4.601255886970173,1.0,,22.0,24.9,79.0,926.4,True,0.4,154.0,2024,brazil,additional
11.0,LEC,Ferrari,0 days 00:01:38.913000,1.0,MEDIUM,311.0,274.0,247.0,1.0,56.01344624561312,9760.60916055372,177.40961782292894,4.572359843546284,0.0,,31.1,36.9,75.0,1008.0,False,1.1,221.0,2024,singapore,high_fuel
39.0,HAM,Mercedes,0 days 00:01:26.820000,3.0,MEDIUM,268.0,263.0,271.0,1.0,59.23727230637185,9825.150375627609,193.12129577569277,5.2277526395173455,0.0,,36.9,49.1,7.0,995.5,False,3.7,193.0,2022,barcelona,high_fuel
44.0,TSU,AlphaTauri,0 days 00:01:22.712000,4.0,HARD,275.0,238.0,249.0,1.0,58.08800641162525,9907.004877049165,188.5209372184754,4.869325997248969,0.0,,25.8,37.6,74.1,976.9,False,0.7,96.0,2021,singapore,high_fuel
3.0,SAR,Williams,0 days 00:01:51.366000,1.0,MEDIUM,332.0,197.0,218.0,1.0,64.75759292388183,10327.842792636986,221.17008727333464,5.6820877817319095,2.0166073546856467,,21.0,42.4,49.0,978.2,False,0.7,238.0,2024,spa,additional
